artist_name,artist_wikidata_uri,related_work,title,url,redirect_url,artist_info,print_info,description,topic
"Cock, Hieronymu",http://www.wikidata.org/entity/Q640361,3,The Triumph of Riches,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836614?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910429,"Engraving by Dirck Volkertsz. Coornhert (1519–90), or Cornelis Cort (1533–78), after Maarten van Heemskerck (1498–1574). Published by Hieronymus Cock (1510–70). [Antwerp, 1564].",22.2 x 29.4 cmCF b5 xx,"First state. Plate two of the series of eight engravings after Heemskerck entitled Circulus vicissitudinis rerum humanarum (Cycle of the vicissitudes of human affairs.) Riches, the mother of Pride, rides on the car named Fame, which is pulled by Fraud and Rapine. Following Betrayal, Usury, and Lust are False Joy and other Idle Pleasures.",Vanity and Virtue
"Coornhert, Dirck Volkertsz.",http://www.wikidata.org/entity/Q765465,3,The Triumph of Riches,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836614?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910429,"Engraving by Dirck Volkertsz. Coornhert (1519–90), or Cornelis Cort (1533–78), after Maarten van Heemskerck (1498–1574). Published by Hieronymus Cock (1510–70). [Antwerp, 1564].",22.2 x 29.4 cmCF b5 xx,"First state. Plate two of the series of eight engravings after Heemskerck entitled Circulus vicissitudinis rerum humanarum (Cycle of the vicissitudes of human affairs.) Riches, the mother of Pride, rides on the car named Fame, which is pulled by Fraud and Rapine. Following Betrayal, Usury, and Lust are False Joy and other Idle Pleasures.",Vanity and Virtue
"Cort, Cornelis",http://www.wikidata.org/entity/Q167220,3,The Triumph of Riches,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836614?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910429,"Engraving by Dirck Volkertsz. Coornhert (1519–90), or Cornelis Cort (1533–78), after Maarten van Heemskerck (1498–1574). Published by Hieronymus Cock (1510–70). [Antwerp, 1564].",22.2 x 29.4 cmCF b5 xx,"First state. Plate two of the series of eight engravings after Heemskerck entitled Circulus vicissitudinis rerum humanarum (Cycle of the vicissitudes of human affairs.) Riches, the mother of Pride, rides on the car named Fame, which is pulled by Fraud and Rapine. Following Betrayal, Usury, and Lust are False Joy and other Idle Pleasures.",Vanity and Virtue
"Heemskerck, Maarten van",http://www.wikidata.org/entity/Q538350,3,The Triumph of Riches,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836614?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910429,"Engraving by Dirck Volkertsz. Coornhert (1519–90), or Cornelis Cort (1533–78), after Maarten van Heemskerck (1498–1574). Published by Hieronymus Cock (1510–70). [Antwerp, 1564].",22.2 x 29.4 cmCF b5 xx,"First state. Plate two of the series of eight engravings after Heemskerck entitled Circulus vicissitudinis rerum humanarum (Cycle of the vicissitudes of human affairs.) Riches, the mother of Pride, rides on the car named Fame, which is pulled by Fraud and Rapine. Following Betrayal, Usury, and Lust are False Joy and other Idle Pleasures.",Vanity and Virtue
"Sadeler, Jan (Johannes), I",http://www.wikidata.org/entity/Q3161745,30,The Apostles Distribute the Money to those in Need. Acts 4: 32-35,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836641?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910483,"Engraving by Jan (Johannes) Sadeler I (1550–1600), after Marten de Vos (1532–1603). [n.p., ca. 1600].","16.5 x 23.8 cm, imageCC b1",,Biblical and Mythological Scenes
"Vos, Marten de",http://www.wikidata.org/entity/Q555022,30,The Apostles Distribute the Money to those in Need. Acts 4: 32-35,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836641?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910483,"Engraving by Jan (Johannes) Sadeler I (1550–1600), after Marten de Vos (1532–1603). [n.p., ca. 1600].","16.5 x 23.8 cm, imageCC b1",,Biblical and Mythological Scenes
"Galle, Cornelis, the Elder",http://www.wikidata.org/entity/Q869133,31,Christ and the Pharisees with the Tribute Money. Mt. 22,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836642?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910485,"Engraved and published by Cornelis Galle the Elder (ca. 1576–1650), after Tiziano Vecellio (Titian, 1477–1575). [n.p., early 17th century].","24 x 18.8 cm, imageCC n4 x",,Biblical and Mythological Scenes
"Titian, (Tiziano Vecellio)",http://www.wikidata.org/entity/Q47551,31,Christ and the Pharisees with the Tribute Money. Mt. 22,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836642?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910485,"Engraved and published by Cornelis Galle the Elder (ca. 1576–1650), after Tiziano Vecellio (Titian, 1477–1575). [n.p., early 17th century].","24 x 18.8 cm, imageCC n4 x",,Biblical and Mythological Scenes
"Carracci, Annibale",http://www.wikidata.org/entity/Q7824,32,St. Roch Giving Alms to the Poor,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836643?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910487,"Etching by Guido Reni (1572–1642), after the painting by Annibale Carracci (1560–1609). Published by Pietro Stefanoni (b. 1589). [Italy], 1610.",29.3 x 45.5 cmCC i3 xx,"St. Roch, born in France, was venerated in Italy for his charity toward the sick and his gift of healing.",Biblical and Mythological Scenes
"Reni, Guido",http://www.wikidata.org/entity/Q109061,32,St. Roch Giving Alms to the Poor,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836643?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910487,"Etching by Guido Reni (1572–1642), after the painting by Annibale Carracci (1560–1609). Published by Pietro Stefanoni (b. 1589). [Italy], 1610.",29.3 x 45.5 cmCC i3 xx,"St. Roch, born in France, was venerated in Italy for his charity toward the sick and his gift of healing.",Biblical and Mythological Scenes
"Stefanoni, Pietro",http://www.wikidata.org/entity/Q56334603,32,St. Roch Giving Alms to the Poor,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836643?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910487,"Etching by Guido Reni (1572–1642), after the painting by Annibale Carracci (1560–1609). Published by Pietro Stefanoni (b. 1589). [Italy], 1610.",29.3 x 45.5 cmCC i3 xx,"St. Roch, born in France, was venerated in Italy for his charity toward the sick and his gift of healing.",Biblical and Mythological Scenes
"Ertinger, Franz",http://www.wikidata.org/entity/Q19829357,33,Le Veau d'Or. Exod. 32,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836644?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910489,"Etching by Franz Ertinger (1640–1710), after Raymond Lafage (1656–90). ""Sculp. Parisium 1683."" Published by Gerard Valck, Amsterdam.",46.5 x 31.2 cmCC f7 xxx,Adoration of the golden calf.,Biblical and Mythological Scenes
"Lafage, Raymond",http://www.wikidata.org/entity/Q3420968,33,Le Veau d'Or. Exod. 32,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836644?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910489,"Etching by Franz Ertinger (1640–1710), after Raymond Lafage (1656–90). ""Sculp. Parisium 1683."" Published by Gerard Valck, Amsterdam.",46.5 x 31.2 cmCC f7 xxx,Adoration of the golden calf.,Biblical and Mythological Scenes
"Valck, Gerard",http://www.wikidata.org/entity/Q2107767,33,Le Veau d'Or. Exod. 32,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836644?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910489,"Etching by Franz Ertinger (1640–1710), after Raymond Lafage (1656–90). ""Sculp. Parisium 1683."" Published by Gerard Valck, Amsterdam.",46.5 x 31.2 cmCC f7 xxx,Adoration of the golden calf.,Biblical and Mythological Scenes
"Le Sueur, Eustache",http://www.wikidata.org/entity/Q1378723,34,"Darius, out of Greed, Orders the Tomb of Queen Nitocris to be Opened","http://nrs.harvard.edu/urn-3:HBS.BAKER:836645?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910491,"Engraving by Bernard Picart (1673–1733), after Eustache Le Sueur (1617–55). [Amsterdam?] 1725.",36.4 x 22.4 cmCC n8 xx,"The French caption below image tells the legend of King Darius, who plundered the tomb of Queen Nitocris for the riches promised within, only to find a corpse and a curse upon his avarice.",Biblical and Mythological Scenes
"Picart, Bernard",http://www.wikidata.org/entity/Q559929,34,"Darius, out of Greed, Orders the Tomb of Queen Nitocris to be Opened","http://nrs.harvard.edu/urn-3:HBS.BAKER:836645?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910491,"Engraving by Bernard Picart (1673–1733), after Eustache Le Sueur (1617–55). [Amsterdam?] 1725.",36.4 x 22.4 cmCC n8 xx,"The French caption below image tells the legend of King Darius, who plundered the tomb of Queen Nitocris for the riches promised within, only to find a corpse and a curse upon his avarice.",Biblical and Mythological Scenes
"Desplaces, Louis",http://www.wikidata.org/entity/Q19569543,35,Danaë,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836646?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910493,"Engraving by Louis Desplaces (1682–1739), after the painting by Carlo Maratti (1625–1713). [France, 18th century].",30.5 x 38.7 cmCC f9 xxx,"Below image: ""Tableau du Cabinet de Monsieur de la Faye, Secretaire du Cabinet du Roy."" Depiction of the myth of Danaë, who was seduced by Zeus, disguised as a shower of gold.",Biblical and Mythological Scenes
"Maratti, Carlo",http://www.wikidata.org/entity/Q538998,35,Danaë,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836646?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910493,"Engraving by Louis Desplaces (1682–1739), after the painting by Carlo Maratti (1625–1713). [France, 18th century].",30.5 x 38.7 cmCC f9 xxx,"Below image: ""Tableau du Cabinet de Monsieur de la Faye, Secretaire du Cabinet du Roy."" Depiction of the myth of Danaë, who was seduced by Zeus, disguised as a shower of gold.",Biblical and Mythological Scenes
"Goltzius, Hendrick",http://www.wikidata.org/entity/Q165367,36,Marriage for Wealth Officiated by the Devil,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836647?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910495,"Engraving by Jan Saenredam (1565–1607), after Hendrick Goltzius (1558–1617). [Netherlands, ca. 1600].",23.5 x 16.2 cmCF n7 x,"The second of three numbered engravings after Goltzius called the Marriage Trilogy. A devil joins the hands of a couple as she blows a stream of coins and smoke, symbolizing the transience of honor and material possessions.",Love and Money
"Saenredam, Jan",http://www.wikidata.org/entity/Q711775,36,Marriage for Wealth Officiated by the Devil,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836647?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910495,"Engraving by Jan Saenredam (1565–1607), after Hendrick Goltzius (1558–1617). [Netherlands, ca. 1600].",23.5 x 16.2 cmCF n7 x,"The second of three numbered engravings after Goltzius called the Marriage Trilogy. A devil joins the hands of a couple as she blows a stream of coins and smoke, symbolizing the transience of honor and material possessions.",Love and Money
"Dürer, Albrecht",http://www.wikidata.org/entity/Q5580,37,Der Liebesantrag—the Ill-Assorted Couple,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836648?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910497,"Engraved contemporary copy, in mirror image, of Albrecht Dürer's engraving by this title. [n.p., original ca. 1495].","14.3 x 13.5 cm, imageCA g49","There is much controversy surrounding both the Dürer original and this copy. The original engraving is one of Dürer's earliest; possibly a depiction of Judah and Tamar (Gen. 38: 14-18), or of Berthold Tucher and Anna Pfinzing of Nürnberg. The copy has been attributed to Marcantonio Raimondi (1480–1534).",Love and Money
"Raimondi, Marcantonio",http://www.wikidata.org/entity/Q728375,37,Der Liebesantrag—the Ill-Assorted Couple,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836648?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910497,"Engraved contemporary copy, in mirror image, of Albrecht Dürer's engraving by this title. [n.p., original ca. 1495].","14.3 x 13.5 cm, imageCA g49","There is much controversy surrounding both the Dürer original and this copy. The original engraving is one of Dürer's earliest; possibly a depiction of Judah and Tamar (Gen. 38: 14-18), or of Berthold Tucher and Anna Pfinzing of Nürnberg. The copy has been attributed to Marcantonio Raimondi (1480–1534).",Love and Money
"Berger, Jenny",http://www.wikidata.org/entity/Q97477673,38,Ni l'Un ni l'Autre,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836649?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910499,"Etching (part stipple) by Friedrich Fleischmann (1791–1834), after Jenny Berger (née Desoras). Nürnberg, Published by Fr. Campe, [early 19th century].",33 x 23 cm (oval image)CA g29 xx,"A woman is pictured standing between two men, one of whom offers her jewels, the other, money.",Love and Money
"Fleischmann, Friedrich",http://www.wikidata.org/entity/Q4491034,38,Ni l'Un ni l'Autre,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836649?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910499,"Etching (part stipple) by Friedrich Fleischmann (1791–1834), after Jenny Berger (née Desoras). Nürnberg, Published by Fr. Campe, [early 19th century].",33 x 23 cm (oval image)CA g29 xx,"A woman is pictured standing between two men, one of whom offers her jewels, the other, money.",Love and Money
"Eisen, Charles",http://www.wikidata.org/entity/Q2744998,39,L'Accord de Mariage,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836650?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910501,"Engraved and published by René Gaillard (ca. 1719–90), after Charles Eisen (1722–78). Paris, [18th century].",38 x 27 cmCA f24 xx,A man gives a young woman money to seal a marriage agreement.,Love and Money
"Gaillard, René",http://www.wikidata.org/entity/Q18577866,39,L'Accord de Mariage,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836650?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910501,"Engraved and published by René Gaillard (ca. 1719–90), after Charles Eisen (1722–78). Paris, [18th century].",38 x 27 cmCA f24 xx,A man gives a young woman money to seal a marriage agreement.,Love and Money
"Galle, Philip",http://www.wikidata.org/entity/Q1379395,4,An Allegorical Hunt,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836615?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910431,"Engraved and published by Philip Galle (1537–1612), after Johannes Stradanus (1536–1605). [Antwerp, 1578].",21.7 x 24 cm; lower plate mark trimmedCF b3 xx,"Money is chased by a peasant whose hounds are Frugality, Industry, and Labor; Prodigality, whose hounds are Rapine and Chance; and Avarice, whose hounds are Usury and Fraud. Justice is trampled under foot.",Vanity and Virtue
"Stradanus, Johannes",http://www.wikidata.org/entity/Q143595,4,An Allegorical Hunt,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836615?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910431,"Engraved and published by Philip Galle (1537–1612), after Johannes Stradanus (1536–1605). [Antwerp, 1578].",21.7 x 24 cm; lower plate mark trimmedCF b3 xx,"Money is chased by a peasant whose hounds are Frugality, Industry, and Labor; Prodigality, whose hounds are Rapine and Chance; and Avarice, whose hounds are Usury and Fraud. Justice is trampled under foot.",Vanity and Virtue
"Mesnil (Ménil), Élie",http://www.wikidata.org/entity/Q53504581,40,La Double Tentation,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836651?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910503,"Engraving by Élie Mesnil (or Ménil, b. 1726), after the painting by Frans van Mieris (1635–81). [France? 18th century].",35.5 x 27.5 cmCA f2 xx,"""Gravé d'apres le tableau original de même grandeur qui se trouve dans la galerie de S.E.M. le Comte de Brühl, Premier ministre de sa Majesté le Roi de Pologne, Electeur de Saxe."" A woman is tempted by an old man who tries to seduce her with money.",Love and Money
"Mieris, Frans van",http://www.wikidata.org/entity/Q959236,40,La Double Tentation,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836651?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910503,"Engraving by Élie Mesnil (or Ménil, b. 1726), after the painting by Frans van Mieris (1635–81). [France? 18th century].",35.5 x 27.5 cmCA f2 xx,"""Gravé d'apres le tableau original de même grandeur qui se trouve dans la galerie de S.E.M. le Comte de Brühl, Premier ministre de sa Majesté le Roi de Pologne, Electeur de Saxe."" A woman is tempted by an old man who tries to seduce her with money.",Love and Money
"Gillray, James",http://www.wikidata.org/entity/Q520806,41,"Political Ravishment, or the Old Lady of Threadneedle-Street in Danger!","http://nrs.harvard.edu/urn-3:HBS.BAKER:864093?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3983668,"Hand-colored etching by James Gillray (1757–1815). [London], Published by H. Humphrey, May 22, 1797.","24.8 x 34 cm, imageDA gb29a xx","A man attacks an old woman who wears a dress of one-pound notes. She sits on a locked chest labeled ""Bank of England."" Satire on the suspension of gold payments by the Bank of England. Prime minister William Pitt was forced to implement the issue of paper money when the Bank announced a gold shortage, due to loans it had made to finance the war with France. Rumors circulated that the Bank's coin was merely being held in reserve to send to the Continent in support of the war. Hence the significance of the locked chest, and the coins in the pockets of the lady's paper money dress.",Politics and War
"Gillray, James",http://www.wikidata.org/entity/Q520806,42,"Midas, Transmuting all into Gold Paper","http://nrs.harvard.edu/urn-3:HBS.BAKER:836653?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910507,"Etching by James Gillray (1757–1815). [London], Published by H. Humphrey, March 9, 1797.",35.5 x 25.5 cmDA gb33 xx,"Another satire on the creation of legal tender bank notes by the Bank of England. (See 41). William Pitt is pictured spewing paper money out of his mouth, while gold coins are locked up in his stomach.",Politics and War
"Gillray, James",http://www.wikidata.org/entity/Q520806,43,La Bonnet-Rouge: –or– John Bull Evading the Hat Tax,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836654?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910509,"Etching by James Gillray (1757–1815). [London], Published by H. Humphrey, April 5, 1797.",36.5 x 26.5 cmDA gb30 xx,"Satire on the Pitt administration's doubling of the duty on fur hats and other items, to raise revenue for the war with France. John Bull (the English citizen) is pictured avoiding the hat tax by wearing the French revolutionary cap, or ""bonnet-rouge,"" a symbol not in favor with the English government.",Politics and War
,,44,"The Political Balloon; or, The Fall of East India Stock","http://nrs.harvard.edu/urn-3:HBS.BAKER:836655?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910511,"Etching by unknown artist. [London], Published by W. Wells, December 4, 1783.",35 x 25 cmDA gb34 xx,Refers to British Foreign Secretary Charles James Fox's bill to replace the directors of the East India Company with seven commissioners. Supporters of the bill hoped it would rid the Company of the directors' treachery and corruption in India. It was rejected by the House of Lords.,Politics and War
"Desperet, A.",http://www.wikidata.org/entity/Q2871156,45,Pauvres Aveugles,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836656?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910513,"Lithograph by A. Desperet (d. 1865). [Paris], Chez Aubert, [1833].",19 x 27 cmDA f5 xx,"Plate 282 from La Caricature, no. 136 (June 13, 1833). Louis-Philippe is followed by his ministers, carrying bags of money as they descend into the ""Gouffre de l'illigalité.""",Louis-Philippe
,,46,Caricature of Louis-Philippe and Guizot,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836657?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910515,"Lithograph by unknown artist. [Paris], Lith. Gosselin, [184–?].",25.5 x 19 cmDA f14 x,"Louis-Philippe and Guizot stealing money from the ""trésor public.""",Louis-Philippe
,,47,La Poire Tapée,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836658?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910517,"Lithograph by unknown artist. [Paris], Chez Aubert, [ca. 1848].",20 x 16 cmDA f13 x,"A pear-headed Louis-Philippe runs from an angry crowd while money falls out of a bag he carries. The title is a play on words—it can mean a pear that has been dried in the oven, or it can refer to the slang meaning of ""taper,"" to borrow money from someone.",Louis-Philippe
,,48,Caricature of Louis-Philippe,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836659?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910519,"Lithograph by unknown artist. [Paris], Chez Lordereau, [1848?].",24 x 18.5 cmDA f23 x,"""Crowned by the Academy of Overripe Pears."" The head of Louis-Philippe appears as the fruit of a potted plant, beneath which is printed ""empoté en 1830, dépoté en 1848."" Guizot is a poisonous parasite on the plant.",Louis-Philippe
,,49,Le Grand Saut . . . Sot,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836660?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",https://iiif.lib.harvard.edu/manifests/view/ids:3910521,"Lithograph by unknown artist. [Paris], Lith. de Lordereau, [1848?].",25.5 x 23 cmDA f26 xx,"Louis-Philippe is pictured jumping over the Channel from France to England. The title is a play on words, which can be read ""the big leap"" or ""the big fool.""",Louis-Philippe
